Product Page,Product URL,Title,Description,SKU,Price,Sale Price,On Sale,Categories
,,,,SQ8381464,0,0,No,
,,,,SQ0454556,0,0,No,
,,,,SQ2920221,0,0,No,
,,,,SQ1038792,0,0,No,
,,,,SQ5122607,0,0,No,
,,,,SQ1209698,0,0,No,
,,,,SQ4232629,0,0,No,
,,,,SQ3675837,0,0,No,
,,,,SQ3172761,0,0,No,
,,,,SQ0109801,0,0,No,
,,,,SQ2354542,0,0,No,
,,,,SQ8055480,0,0,No,
,,,,SQ1446986,0,0,No,
,,,,SQ4389004,0,0,No,
,,,,SQ1206527,0,0,No,
,,,,SQ9881910,0,0,No,
,,,,SQ4335308,0,0,No,
,,,,SQ9651705,0,0,No,
,,,,SQ6658882,0,0,No,
,,,,SQ7173032,0,0,No,
,,,,SQ5930301,0,0,No,
,,,,SQ1871581,0,0,No,
,,,,SQ4357302,0,0,No,
,,,,SQ6364706,0,0,No,
,,,,SQ4774742,0,0,No,
,,,,SQ6447525,0,0,No,
,,,,SQ7708395,0,0,No,
,,,,SQ5206192,0,0,No,
,,,,SQ1646326,0,0,No,
,,,,SQ5115018,0,0,No,
,,,,SQ0120359,0,0,No,
,,,,SQ5225086,0,0,No,
,,,,SQ0763036,0,0,No,
,,,,SQ7467339,0,0,No,
,,,,SQ2322432,0,0,No,
school-supplies,fine,Fine,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Fine Notebooks Collection</strong><br>Discover the ultimate notebook collection designed for students, professionals, and creatives. Each notebook features 70gsm high-quality paper, rounded corners for durability, and a variety of layouts to suit your needs. Whether you prefer ruled, plain, or specialty designs like grids and margins, the Fine Notebooks Collection offers the perfect balance of functionality and style. Available in multiple sizes, from compact 17x25 cm to A4, and a range of sheet counts to fit any task.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Durable plastic cover for everyday use.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Rounded corners for added protection.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Smooth, high-quality 70gsm paper.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Multiple layouts: ruled, plain, grid, and more.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ideal for note-taking, sketching, and technical work.</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p>",SQ7671158,0,0,No,/school-supplies
,,,,SQ7462312,0,0,No,
,,,,SQ8517403,0,0,No,
,,,,SQ4117881,0,0,No,
,,,,SQ6381092,0,0,No,
,,,,SQ4804130,0,0,No,
,,,,SQ3061408,0,0,No,
,,,,SQ1766564,0,0,No,
,,,,SQ1573578,0,0,No,
,,,,SQ3208500,0,0,No,
,,,,SQ1815535,0,0,No,
,,,,SQ4596923,0,0,No,
,,,,SQ7872257,0,0,No,
,,,,SQ2156963,0,0,No,
,,,,SQ0169014,0,0,No,
,,,,SQ9401163,0,0,No,
,,,,SQ8780694,0,0,No,
,,,,SQ6065476,0,0,No,
,,,,SQ7560101,0,0,No,
,,,,SQ0572992,0,0,No,
,,,,SQ6194005,0,0,No,
,,,,SQ6143140,0,0,No,
,,,,SQ1637866,0,0,No,
,,,,SQ5104284,0,0,No,
,,,,SQ6606355,0,0,No,
,,,,SQ7219095,0,0,No,
,,,,SQ9724477,0,0,No,
,,,,SQ7053968,0,0,No,
,,,,SQ2917768,0,0,No,
,,,,SQ8590287,0,0,No,
,,,,SQ8118933,0,0,No,
,,,,SQ2977657,0,0,No,
,,,,SQ6075466,0,0,No,
,,,,SQ7049763,0,0,No,
,,,,SQ6094789,0,0,No,
,,,,SQ9197871,0,0,No,
,,,,SQ2292158,0,0,No,
,,,,SQ3049885,0,0,No,
,,,,SQ7357187,0,0,No,
,,,,SQ0646679,0,0,No,
,,,,SQ9108077,0,0,No,
,,,,SQ6258662,0,0,No,
,,,,SQ6286362,0,0,No,
,,,,SQ0798195,0,0,No,
,,,,SQ2908449,0,0,No,
,,,,SQ1191304,0,0,No,
,,,,SQ2964730,0,0,No,
,,,,SQ4493117,0,0,No,
,,,,SQ9806899,0,0,No,
,,,,SQ3307732,0,0,No,
,,,,SQ1739248,0,0,No,
,,,,SQ2198043,0,0,No,
,,,,SQ1347589,0,0,No,
,,,,SQ2395268,0,0,No,
,,,,SQ5151723,0,0,No,
,,,,SQ7351673,0,0,No,
,,,,SQ5564885,0,0,No,
,,,,SQ7343567,0,0,No,
,,,,SQ5428847,0,0,No,
,,,,SQ2784236,0,0,No,
,,,,SQ4553774,0,0,No,
,,,,SQ9870610,0,0,No,
,,,,SQ2109857,0,0,No,
,,,,SQ4655639,0,0,No,
,,,,SQ1132040,0,0,No,
,,,,SQ6311770,0,0,No,
,,,,SQ7102415,0,0,No,
,,,,SQ9021443,0,0,No,
,,,,SQ9836828,0,0,No,
,,,,SQ8721010,0,0,No,
,,,,SQ3354583,0,0,No,
,,,,SQ7207553,0,0,No,
,,,,SQ0342856,0,0,No,
,,,,SQ3535076,0,0,No,
,,,,SQ0606701,0,0,No,
,,,,SQ7729364,0,0,No,
,,,,SQ6627735,0,0,No,
,,,,SQ4478857,0,0,No,
,,,,SQ6150723,0,0,No,
,,,,SQ9274357,0,0,No,
,,,,SQ8014640,0,0,No,
,,,,SQ6243786,0,0,No,
,,,,SQ1861782,0,0,No,
,,,,SQ2240683,0,0,No,
,,,,SQ8847286,0,0,No,
,,,,SQ7859928,0,0,No,
,,,,SQ1173064,0,0,No,
,,,,SQ4184189,0,0,No,
,,,,SQ2940107,0,0,No,
,,,,SQ9139301,0,0,No,
,,,,SQ9473870,0,0,No,
,,,,SQ6890457,0,0,No,
,,,,SQ2739334,0,0,No,
,,,,SQ9941827,0,0,No,
,,,,SQ1003870,0,0,No,
,,,,SQ9258645,0,0,No,
,,,,SQ1519051,0,0,No,
,,,,SQ6062604,0,0,No,
,,,,SQ2216907,0,0,No,
,,,,SQ5611571,0,0,No,
,,,,SQ0499097,0,0,No,
,,,,SQ6720988,0,0,No,
,,,,SQ7497346,0,0,No,
,,,,SQ1727060,0,0,No,
,,,,SQ7373700,0,0,No,
,,,,SQ7543453,0,0,No,
,,,,SQ6798321,0,0,No,
,,,,SQ5381045,0,0,No,
,,,,SQ4412062,0,0,No,
,,,,SQ7011688,0,0,No,
,,,,SQ7816941,0,0,No,
,,,,SQ4757952,0,0,No,
school-supplies,fine-w3chd,Classic,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Fine Notebooks Collection</strong><br>Discover the ultimate notebook collection designed for students, professionals, and creatives. Each notebook features 70gsm high-quality paper, rounded corners for durability, and a variety of layouts to suit your needs. Whether you prefer ruled, plain, or specialty designs like grids and margins, the Fine Notebooks Collection offers the perfect balance of functionality and style. Available in multiple sizes, from compact 17x25 cm to A4, and a range of sheet counts to fit any task.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Durable plastic cover for everyday use.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Rounded corners for added protection.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Smooth, high-quality 70gsm paper.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Multiple layouts: ruled, plain, grid, and more.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ideal for note-taking, sketching, and technical work.</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p>",SQ8676355,0,0,No,/school-supplies
,,,,SQ5633300,0,0,No,
,,,,SQ8273224,0,0,No,
,,,,SQ1273813,0,0,No,
,,,,SQ1086384,0,0,No,
,,,,SQ1431808,0,0,No,
,,,,SQ6753354,0,0,No,
,,,,SQ4714831,0,0,No,
,,,,SQ2338855,0,0,No,
,,,,SQ1168272,0,0,No,
,,,,SQ2343146,0,0,No,
,,,,SQ5603045,0,0,No,
,,,,SQ3673727,0,0,No,
,,,,SQ3441334,0,0,No,
,,,,SQ5753182,0,0,No,
,,,,SQ0523371,0,0,No,
,,,,SQ3565416,0,0,No,
,,,,SQ4583508,0,0,No,
,,,,SQ1275810,0,0,No,
,,,,SQ8457251,0,0,No,
,,,,SQ3811650,0,0,No,
,,,,SQ2772044,0,0,No,
,,,,SQ8281181,0,0,No,
,,,,SQ5524858,0,0,No,
,,,,SQ1301312,0,0,No,
,,,,SQ1411568,0,0,No,
,,,,SQ5281112,0,0,No,
,,,,SQ3747275,0,0,No,
,,,,SQ2243610,0,0,No,
,,,,SQ0614431,0,0,No,
,,,,SQ7418101,0,0,No,
,,,,SQ5062120,0,0,No,
,,,,SQ1734623,0,0,No,
,,,,SQ3557064,0,0,No,
,,,,SQ2833386,0,0,No,
,,,,SQ1076215,0,0,No,
,,,,SQ1361363,0,0,No,
,,,,SQ2271367,0,0,No,
,,,,SQ2503252,0,0,No,
,,,,SQ4220116,0,0,No,
,,,,SQ1024467,0,0,No,
,,,,SQ8856862,0,0,No,
,,,,SQ4181828,0,0,No,
,,,,SQ3716284,0,0,No,
,,,,SQ1042761,0,0,No,
,,,,SQ7241368,0,0,No,
,,,,SQ4032548,0,0,No,
,,,,SQ4524003,0,0,No,
,,,,SQ0385326,0,0,No,
,,,,SQ6801874,0,0,No,
,,,,SQ1841306,0,0,No,
,,,,SQ6282471,0,0,No,
,,,,SQ5464384,0,0,No,
,,,,SQ0428435,0,0,No,
,,,,SQ4552512,0,0,No,
,,,,SQ4484277,0,0,No,
,,,,SQ4642170,0,0,No,
,,,,SQ3477607,0,0,No,
,,,,SQ3055613,0,0,No,
,,,,SQ6071248,0,0,No,
,,,,SQ5078331,0,0,No,
,,,,SQ1785528,0,0,No,
,,,,SQ1683543,0,0,No,
,,,,SQ1504153,0,0,No,
,,,,SQ2841111,0,0,No,
,,,,SQ7041182,0,0,No,
,,,,SQ4074701,0,0,No,
,,,,SQ5333384,0,0,No,
,,,,SQ5201341,0,0,No,
,,,,SQ5165517,0,0,No,
,,,,SQ2022515,0,0,No,
,,,,SQ5787475,0,0,No,
,,,,SQ5221356,0,0,No,
,,,,SQ4881381,0,0,No,
,,,,SQ6224387,0,0,No,
,,,,SQ0202207,0,0,No,
,,,,SQ6153551,0,0,No,
,,,,SQ5208232,0,0,No,
,,,,SQ4724781,0,0,No,
,,,,SQ4770417,0,0,No,
,,,,SQ8458673,0,0,No,
,,,,SQ2462078,0,0,No,
,,,,SQ1884687,0,0,No,
,,,,SQ8357548,0,0,No,
,,,,SQ7268564,0,0,No,
,,,,SQ4475353,0,0,No,
,,,,SQ5837828,0,0,No,
,,,,SQ1517357,0,0,No,
,,,,SQ8523714,0,0,No,
,,,,SQ4244487,0,0,No,
,,,,SQ7522382,0,0,No,
,,,,SQ4380848,0,0,No,
,,,,SQ7314502,0,0,No,
,,,,SQ2376504,0,0,No,
,,,,SQ8610373,0,0,No,
,,,,SQ4733536,0,0,No,
,,,,SQ8147533,0,0,No,
,,,,SQ8324818,0,0,No,
,,,,SQ8461811,0,0,No,
,,,,SQ2542240,0,0,No,
,,,,SQ0474224,0,0,No,
,,,,SQ2263888,0,0,No,
,,,,SQ2656560,0,0,No,
,,,,SQ8086026,0,0,No,
,,,,SQ6150377,0,0,No,
,,,,SQ1725881,0,0,No,
,,,,SQ0736503,0,0,No,
,,,,SQ2463257,0,0,No,
,,,,SQ4033718,0,0,No,
,,,,SQ2412121,0,0,No,
,,,,SQ4107133,0,0,No,
,,,,SQ1615322,0,0,No,
school-supplies,flexible-notebooks-with-special-layouts,Flexible Notebooks with Special Layouts,"<h3 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>The </span>Flexible Notebooks with Special Layouts Collection<span> offers tailored solutions for specific needs, featuring durable plastic slipcase covers and unique page layouts. With options like half-ruled, wide margins, and indexed designs, these notebooks are perfect for students, professionals, and technical users.</span></h3><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Features:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 48, 50, or 100 sheets (varies by variant)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Layouts</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Half-Plain, Half-Ruled</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Square 5x5</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Wide Margins</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Indexed (Greek and English options available)</p></li></ul></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Colors Available</strong>: Red, Green, Dark Blue.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Durable plastic slipcase cover for added protection.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Rounded corners for durability.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Metal-stitched binding for long-lasting use.</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Designed for precision and organization, these notebooks are ideal for specialized tasks and daily use.</p>",SQ6596071,0,0,No,/school-supplies
,,,,SQ9708024,0,0,No,
,,,,SQ6186294,0,0,No,
,,,,SQ3818299,0,0,No,
,,,,SQ4369805,0,0,No,
,,,,SQ6042086,0,0,No,
,,,,SQ8142814,0,0,No,
,,,,SQ7587466,0,0,No,
,,,,SQ6625799,0,0,No,
,,,,SQ4015268,0,0,No,
,,,,SQ2954171,0,0,No,
,,,,SQ0809693,0,0,No,
,,,,SQ9015816,0,0,No,
,,,,SQ4429301,0,0,No,
,,,,SQ0941611,0,0,No,
,,,,SQ5109562,0,0,No,
,,,,SQ5680645,0,0,No,
,,,,SQ2281217,0,0,No,
,,,,SQ3149068,0,0,No,
,,,,SQ2168633,0,0,No,
,,,,SQ0867385,0,0,No,
,,,,SQ0308352,0,0,No,
,,,,SQ5548499,0,0,No,
,,,,SQ1317659,0,0,No,
,,,,SQ8328134,0,0,No,
,,,,SQ4611825,0,0,No,
,,,,SQ1529544,0,0,No,
,,,,SQ5312521,0,0,No,
,,,,SQ0630106,0,0,No,
,,,,SQ5336712,0,0,No,
,,,,SQ8526816,0,0,No,
,,,,SQ6049757,0,0,No,
,,,,SQ7657930,0,0,No,
,,,,SQ8122049,0,0,No,
,,,,SQ2815894,0,0,No,
,,,,SQ8249380,0,0,No,
,,,,SQ0635864,0,0,No,
,,,,SQ1397175,0,0,No,
,,,,SQ7499989,0,0,No,
,,,,SQ5224658,0,0,No,
,,,,SQ7860275,0,0,No,
,,,,SQ9168418,0,0,No,
,,,,SQ7327545,0,0,No,
,,,,SQ8056584,0,0,No,
,,,,SQ7897201,0,0,No,
school-supplies,joy-notebooks,Joy Notebooks,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Joy Notebooks Collection</strong> brings happiness to your note-taking with its colorful designs, adorable illustrations, and uplifting themes. Perfect for children, teens, and anyone who loves fun, expressive stationery, these notebooks combine functionality with vibrant personality.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Layout</strong>: Ruled</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Designs Available</strong>: 8 unique designs featuring fun characters and motivational quotes.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Velvet laminated cover with silver foil details for a premium feel.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Rounded corners for durability.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Metal-stitched binding for long-lasting use.</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Make every note a joyful experience with these delightful and durable notebooks.</p>",SQ1042251,0,0,No,/school-supplies
,,,,SQ7077733,0,0,No,
,,,,SQ4925846,0,0,No,
,,,,SQ3481244,0,0,No,
,,,,SQ8431963,0,0,No,
,,,,SQ9849957,0,0,No,
,,,,SQ2310230,0,0,No,
,,,,SQ4667306,0,0,No,
school-supplies,color-x6hng-hsnkj,Doodle Flexible Notebooks with Slipcase Cover,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Doodle Flexible Notebooks with Slipcase Cover</strong> combine playful designs with practicality. Featuring fun doodle patterns and vibrant colors, these notebooks are perfect for adding a creative touch to everyday tasks. Built with durable materials, they ensure long-lasting performance for students and professionals alike.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 50 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Layout</strong>: Ruled</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Colors Available</strong>: Dark Blue, Red, Green, Yellow, Orange, Fuchsia, Light Blue, Light Green, Purple.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Durable plastic slipcase cover with colorful doodle patterns.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Rounded corners for added durability.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Metal-stitched binding for secure and long-lasting use.</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Bring creativity to your note-taking with these expressive and reliable notebooks.</p>",SQ4124336,0,0,No,/school-supplies
,,,,SQ7212460,0,0,No,
,,,,SQ5361606,0,0,No,
,,,,SQ7310567,0,0,No,
,,,,SQ3062618,0,0,No,
,,,,SQ8406874,0,0,No,
,,,,SQ3076380,0,0,No,
,,,,SQ1163640,0,0,No,
,,,,SQ2570832,0,0,No,
school-supplies,childrens-music-notebook-with-large-staves-,Children's Music Notebook with Large Staves (Παιδικό με μεγάλο Βυθμό),"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Children's Music Notebook with Large Staves</strong> is designed to make learning music fun and engaging for kids. Featuring playful, vibrant covers and large staves, this notebook is perfect for young learners exploring the world of music.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: A4</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Staves</strong>: 5 large staves per page</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Laminated with colorful, artistic designs tailored for children.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Metal-stitched for durability.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Code</strong>: 4133</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 12 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Perfect for music classes, practice sessions, and beginner composition.</p>",SQ4488016,0,0,No,/school-supplies
school-supplies,childrens-music-notebook-with-large-stave,Artistic Music Notebook with Small Staves (Χάρτινο με μικρό Βυθμό),"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Artistic Music Notebook with Small Staves</strong> offers a stylish and functional solution for musicians of all levels. With its beautiful, artistic laminated covers and standard staves, it’s great for composition, practice, or theory work.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: A4</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Staves</strong>: 6 small staves per page</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Laminated with elegant artistic designs.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Metal-stitched for long-lasting use.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Code</strong>: 4134</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 12 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Perfect for both students and professionals who want a creative and durable music notebook.</p>",SQ3510343,0,0,No,/school-supplies
school-supplies,drawing-pads-collection,Drawing Pads Collection,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Drawing Pads Collection</strong> is designed for creative minds of all ages, featuring vibrant and playful cover designs to inspire creativity. Perfect for children, students, and hobbyists, these spiral-bound drawing pads offer a durable and functional solution for sketching, coloring, and doodling.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Paper</strong>: High-quality WF white paper, 70gsm, ideal for drawing and coloring.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Sturdy 300gsm paperboard with assorted artistic and colorful designs.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Spiral-bound for easy flipping and durability.</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 20 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Add a splash of fun and creativity to your projects with these beautifully designed drawing pads.</p>",SQ8704778,0,0,No,/school-supplies
school-supplies,drawing-pads-collection-espeb,Classic Music Notebook,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Classic Music Notebook</strong> is designed for musicians and students who prefer a traditional and durable notebook for their compositions. Its embossed cover and metal-stitched binding provide a sleek, long-lasting solution for your musical needs.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Staves</strong>: 6 staves per page</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Embossed, durable design</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Metal-stitched for secure use</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Code</strong>: 4017</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 12 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Perfect for writing, learning, and practicing music.</p>",SQ7646827,0,0,No,/school-supplies
school-supplies,drawing-pads-collection-espeb-a6935,Flexible Music Notebook,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Flexible Music Notebook</strong> offers a sturdy yet lightweight solution with its plastic extra strong cover. Perfect for daily use by students and professionals, this notebook ensures durability while maintaining portability.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: 17x25 cm</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Staves</strong>: 6 staves per page</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Plastic, extra strong for enhanced durability</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Metal-stitched for long-lasting use</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Code</strong>: 4117</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 12 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">A practical notebook for on-the-go musicians.</p>",SQ4758306,0,0,No,/school-supplies
school-supplies,drawing-pads-collection-espeb-a6935-f3tew,Spiral Music Notebook,"<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">The <strong>Spiral Music Notebook</strong> combines artistic design with functionality, featuring laminated hard covers and spiral binding for ease of use. Each notebook includes beautiful, assorted music-themed designs and provides a convenient layout for music composition.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Features</strong>:</p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size</strong>: A4</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Sheets</strong>: 40 sheets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Staves</strong>: 12 staves per page</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Cover</strong>: Laminated hard cover with assorted artistic designs</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Binding</strong>: Spiral-bound for easy flipping and convenience</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Code</strong>: 4135</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Pack</strong>: 12 pcs/pack</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Add creativity and style to your music-writing sessions with this modern notebook.</p>",SQ0767111,0,0,No,/school-supplies
